iter	Logloss
149	0.4541375784
150	0.4540709629
151	0.4538364558
152	0.4537250467
153	0.4536543927
154	0.4532978082
155	0.45320949
156	0.4530594623
157	0.4528771061
158	0.4526349543
159	0.4524218325
160	0.452335838
161	0.4520757042
162	0.4518527843
163	0.4516046112
164	0.4513854285
165	0.4512968204
166	0.451126388
167	0.4508785886
168	0.4505707669
169	0.4505679347
170	0.4504112295
171	0.4503203338
172	0.4502198632
173	0.4500005035
174	0.4499287798
175	0.4498376156
176	0.44964812
177	0.4494623646
178	0.4491067334
179	0.4488629263
180	0.4486486283
181	0.4485090516
182	0.4484084976
183	0.448365353
184	0.4483324601
185	0.4481347131
186	0.4478593793
187	0.4475926865
188	0.4472624376
189	0.4470476465
190	0.4469508554
191	0.4467922806
192	0.4465630799
193	0.446413422
194	0.4462179014
195	0.4460862046
196	0.4458754675
197	0.445809642
198	0.4456140919
199	0.4454548722
200	0.4451148456
201	0.4449779045
202	0.4448125579
203	0.4446822792
204	0.4445889561
205	0.4443406348
206	0.4440790376
207	0.4438576444
208	0.4436124997
209	0.4434048189
210	0.4432375898
211	0.4431084006
212	0.442994323
213	0.4428570607
214	0.442727704
215	0.4426299998
216	0.4425606775
217	0.4424334779
218	0.442188707
219	0.4419432446
220	0.4417047833
221	0.4414631287
222	0.441361056
223	0.4411553636
224	0.4409601152
225	0.4407644458
226	0.4406870528
227	0.4405230037
228	0.4404014396
229	0.4402249108
230	0.4400836732
231	0.4399680589
232	0.4397968909
233	0.4396216845
234	0.4394199449
235	0.439282263
236	0.4389453954
237	0.4388971391
238	0.438644435
239	0.4382818653
240	0.4380399259
241	0.437928375
242	0.4377323867
243	0.4375532672
244	0.4371006793
245	0.4370633636
246	0.4369800726
247	0.4369026351
248	0.4366815392
249	0.4364251761
250	0.4361994022
251	0.4361664135
252	0.4359737115
253	0.4358357356
254	0.4356066288
255	0.4354648414
256	0.435328308
257	0.4351300065
258	0.4349511604
259	0.434797724
260	0.4346738861
261	0.4343814644
262	0.4341079039
263	0.4340659695
264	0.4338818976
265	0.4336201381
266	0.4333765922
267	0.4332572829
268	0.4331180595
269	0.43307407
270	0.432897041
271	0.432769406
272	0.4325615437
273	0.4324085289
274	0.432266864
275	0.4320891208
276	0.4320079903
277	0.4318984946
278	0.431808293
279	0.4317560899
280	0.4316402804
281	0.4315076575
282	0.431358357
283	0.4311625983
284	0.4310995821
285	0.4309707162
286	0.4308779091
287	0.4308522469
288	0.4305946121
289	0.4305304337
290	0.4303651094
291	0.430230902
292	0.4301769481
293	0.4300025997
294	0.4297913647
295	0.4296491565
296	0.4295522083
297	0.4294766863
298	0.4293489543
299	0.4292445445
300	0.4289813353
301	0.4288298612
302	0.4287099655
303	0.4285942335
304	0.4285073647
305	0.4284224126
306	0.4282857469
307	0.4281872443
308	0.4277509144
309	0.4275538914
310	0.4273625967
311	0.4271929443
312	0.4270910583
313	0.4269299737
314	0.4267233213
315	0.4265432587
316	0.426375606
317	0.4263257424
318	0.4262407809
319	0.4259640391
320	0.4258058294
321	0.4256516386
322	0.4254959574
323	0.4253838153
324	0.4251904396
325	0.4251441454
326	0.424920183
327	0.4246665432
328	0.424564156
329	0.424499687
330	0.4243429513
331	0.424315985
332	0.424129451
333	0.4240733212
334	0.4239601717
335	0.4238845662
336	0.423788043
337	0.4237282466
338	0.4235948219
339	0.4234516287
340	0.4233283767
341	0.4231482899
342	0.4230138898
343	0.4229302244
344	0.4228651414
345	0.4227467332
346	0.4226787691
347	0.4225657811
348	0.4225564514
349	0.422406549
350	0.4223588861
351	0.4222748619
352	0.4222454817
353	0.4219712704
354	0.4218484201
355	0.4217841789
356	0.4214054728
357	0.421244795
358	0.4210439407
359	0.420883545
360	0.4208631074
361	0.4206693062
362	0.4206176591
363	0.4205129965
364	0.4203499018
365	0.420202336
366	0.4201058256
367	0.419974799
368	0.419903563
369	0.4197989767
370	0.4196725923
371	0.4195603251
372	0.4194358127
373	0.4192974231
374	0.4191845745
375	0.4190361048
376	0.4189468639
377	0.4188472367
378	0.4185194268
379	0.4184755817
380	0.4184238282
381	0.418137211
382	0.4181083168
383	0.4179974602
384	0.4179041978
385	0.4178256251
386	0.417783895
387	0.4176548263
388	0.4176321803
389	0.4175310779
390	0.4171652103
391	0.4170359992
392	0.4168425757
393	0.4167760332
394	0.4167454102
395	0.4166219888
396	0.4165431802
397	0.4165031381
398	0.4164182578
399	0.4164111325
400	0.4162672884
401	0.4160878018
402	0.4159536057
403	0.4158492602
404	0.4157863562
405	0.4157362
406	0.415615124
407	0.4155369795
408	0.4154311387
409	0.4153236761
410	0.4152141868
411	0.4150608429
412	0.4149829942
413	0.4147722534
414	0.4144725571
415	0.4143775688
416	0.414325281
417	0.414192382
418	0.414080252
419	0.4139791902
420	0.4139036051
421	0.4137448297
422	0.4136016607
423	0.4134675869
424	0.4133491937
425	0.4132686071
426	0.4132265236
427	0.4131530085
428	0.4130401887
429	0.4129608019
430	0.4127602762
431	0.4126437701
432	0.4126080586
433	0.4124451805
434	0.4123407075
435	0.4122503846
436	0.4122105403
437	0.4120186479
438	0.4118892568
439	0.4117902851
440	0.4115349607
441	0.4114666171
442	0.4112514329
443	0.411143799
444	0.4109966562
445	0.4109322182
446	0.4108889389
447	0.4107745535
448	0.4107523379
449	0.4106718391
450	0.4106020691
451	0.4104609023
452	0.4103100879
453	0.4102224516
454	0.4099701626
455	0.4098631031
456	0.4097518642
457	0.4096085926
458	0.4095328626
459	0.4094085483
460	0.4093239996
461	0.4092357947
462	0.409136636
463	0.4090818185
464	0.4088408604
465	0.4087394657
466	0.4087263982
467	0.4086206101
468	0.4085376731
469	0.4084132799
470	0.4083137356
471	0.4082124739
472	0.4081845341
473	0.4080388504
474	0.4079061584
475	0.407844943
476	0.4077425678
477	0.4075973901
478	0.4075665321
479	0.407525873
480	0.4074605387
481	0.4073201118
482	0.4072444626
483	0.4071523594
484	0.4070098978
485	0.4069501579
486	0.4068647738
487	0.4067900186
488	0.4066390537
489	0.4063827538
490	0.4062137125
491	0.4061310662
492	0.4060464837
493	0.4060044473
494	0.405887686
495	0.4058382669
496	0.4057351546
497	0.4055645128
498	0.4054297553
499	0.4053176614
500	0.4052179639
501	0.4050698327
502	0.4049753664
503	0.4048469607
504	0.4048179681
505	0.4046985694
506	0.4046749784
507	0.4044684617
508	0.4043615066
509	0.4042450925
510	0.4041766256
511	0.4040824278
512	0.4038887986
513	0.4038687389
514	0.4037721258
515	0.4037009982
516	0.4036325177
517	0.4035267151
518	0.4034247875
519	0.4033514577
520	0.4032360729
521	0.4031554323
522	0.4031336135
523	0.4030569159
524	0.4029537662
525	0.4028915177
526	0.4027358069
527	0.4026797767
528	0.4026240737
529	0.4025341503
530	0.4025093347
531	0.4023535368
532	0.4022752235
533	0.4021534714
534	0.4020999634
535	0.4020760685
536	0.4020274511
537	0.4018366055
538	0.4016886417
539	0.4016297793
540	0.4015263981
541	0.4014579118
542	0.4013351449
543	0.401253235
544	0.4011845952
545	0.4011441061
546	0.4010925182
547	0.4009949108
548	0.4009784532
549	0.4008288706
550	0.4007600875
551	0.4006294761
552	0.4005967481
553	0.4004676753
554	0.4004109163
555	0.4002668612
556	0.4001687933
557	0.4000644625
558	0.3999518865
559	0.3998518025
560	0.3996869846
561	0.3996690115
562	0.3995850568
563	0.3994338136
564	0.3993656519
565	0.3992018415
566	0.3991558386
567	0.3990837926
568	0.3990361885
569	0.3989771592
570	0.3988818679
571	0.3986360286
572	0.3985196296
573	0.3984751064
574	0.3984102919
575	0.3983189178
576	0.3983050787
577	0.3982010816
578	0.3980096373
579	0.3979313905
580	0.3977163375
581	0.3975659135
582	0.397442556
583	0.3973364011
584	0.3972821492
585	0.3972327524
586	0.3971754564
587	0.3970178597
588	0.3968500576
589	0.3967612462
590	0.3966422733
591	0.3965343666
592	0.3963279144
593	0.3961414441
594	0.3960696635
595	0.3959758754
596	0.3959234349
597	0.39583809
598	0.3956958045
599	0.3955901897
600	0.3954849446
601	0.3954404209
602	0.395320066
603	0.3953030638
604	0.395222088
605	0.3951190199
606	0.3950276967
607	0.3949536663
608	0.3948719596
609	0.3947900528
610	0.3947635342
611	0.3946876716
612	0.3945841243
613	0.3945330607
614	0.394423763
615	0.3943539442
616	0.3942373146
617	0.394074585
618	0.3939342196
619	0.393762787
620	0.3937040183
621	0.3936170333
622	0.3935747043
623	0.3934791492
624	0.3934297941
625	0.3933576296
626	0.3931650115
627	0.3931283712
628	0.3930269799
629	0.3930077118
630	0.3927918337
631	0.3927174437
632	0.3926913152
633	0.3925776176
634	0.3925189959
635	0.392418531
636	0.3923574823
637	0.3922829437
638	0.3922434661
639	0.3921255627
640	0.3920528003
641	0.391933355
642	0.3918613599
643	0.3918103643
644	0.3916615449
645	0.3916071048
646	0.3914005348
647	0.3912806846
648	0.3910973671
649	0.3910487521
650	0.3908878243
651	0.3908253676
652	0.3907787826
653	0.3907099899
654	0.3905596551
655	0.390465562
656	0.3902689723
657	0.3901814925
658	0.3900791566
659	0.3900041149
660	0.3899513541
661	0.3898879415
662	0.3897484069
663	0.3896030138
664	0.3893834444
665	0.3893128643
666	0.3892076551
667	0.3891080106
668	0.389092793
669	0.3890381398
670	0.3889981323
671	0.3889496092
672	0.3888912632
673	0.3887979348
674	0.3886859184
675	0.3885842077
676	0.3884412284
677	0.3883126071
678	0.3883046857
679	0.3882698785
680	0.3882027339
681	0.3881262108
682	0.3879913806
683	0.3879327993
684	0.387887363
685	0.3878435929
686	0.3878189274
687	0.387763053
688	0.3876770681
689	0.3876322065
690	0.3875857474
691	0.3875104872
692	0.3873944107
693	0.3872937061
694	0.3872133735
695	0.3870949948
696	0.3870436043
697	0.3869600451
698	0.386856286
699	0.3867829859
700	0.3867541759
701	0.3867251103
702	0.3865390985
703	0.38650018
704	0.3863762563
705	0.3862752028
706	0.3862219211
707	0.3861277538
708	0.3859693668
709	0.3859090991
710	0.3857929258
711	0.3856393327
712	0.3856069688
713	0.3854903028
714	0.3853671951
715	0.3852479852
716	0.3851627808
717	0.3850214404
718	0.384939409
719	0.3848547054
720	0.3848063973
721	0.3847019602
722	0.3846142431
723	0.3845270616
724	0.3845014541
725	0.3844442952
726	0.3844000374
727	0.3842971824
728	0.3842918628
729	0.3841546613
730	0.3840208227
731	0.3839066729
732	0.3838471342
733	0.3836591313
734	0.3835221371
735	0.3833728288
736	0.3832418113
737	0.3831806441
738	0.38309357
739	0.3829474099
740	0.3828667434
741	0.3827075369
742	0.3825310336
743	0.3824530702
744	0.3823637328
745	0.3822887876
746	0.382165925
747	0.3819489064
748	0.3818465103
749	0.3817677762
750	0.38167283
751	0.3815433032
752	0.3814965744
753	0.3814488198
754	0.3813805144
755	0.3813101411
756	0.3811578619
757	0.3810378475
758	0.3809422451
759	0.3809072472
760	0.3808250861
761	0.38070195
762	0.3806101708
763	0.3805462895
764	0.3803777832
765	0.3802389967
766	0.3801754922
767	0.3799931434
768	0.3799342453
769	0.3798579105
770	0.3798047813
771	0.3797101847
772	0.3796574708
773	0.3796404834
774	0.3796127886
775	0.3795764212
776	0.3793650342
777	0.3792516189
778	0.3791975937
779	0.3791027929
780	0.3790078005
781	0.3789957169
782	0.3788940631
783	0.3787906305
784	0.3786610097
785	0.3785414186
786	0.3785066584
787	0.3784859147
788	0.3784101661
789	0.3782987171
790	0.3782118204
791	0.3780987829
792	0.3780727926
793	0.3779093471
794	0.3778973217
795	0.3778139746
796	0.3777049548
797	0.3776432576
798	0.3775772152
799	0.377506527
800	0.377472878
801	0.3774618488
802	0.377388189
803	0.3773124647
804	0.3772254311
805	0.3771734169
806	0.3771130553
807	0.3769828882
808	0.3769470811
809	0.3768754929
810	0.3768109051
811	0.3767544602
812	0.3767130922
813	0.376700293
814	0.3766484303
815	0.376507795
816	0.376447698
817	0.3764053545
818	0.3763216264
819	0.3762429422
820	0.3761245498
821	0.376110385
822	0.3759995411
823	0.3759098263
824	0.3758770043
825	0.3758229396
826	0.3756769449
827	0.3755464346
828	0.3754161725
829	0.375357615
830	0.3752456727
831	0.3751265447
832	0.3750849109
833	0.3750735764
834	0.3750318197
835	0.3749273628
836	0.374876536
837	0.3747876197
838	0.3747139783
839	0.3745861447
840	0.3744717426
841	0.374372631
842	0.3743011344
843	0.3742452108
844	0.3741566041
845	0.3740582648
846	0.3739706175
847	0.3739671298
848	0.3739305895
849	0.373759287
850	0.37371595
851	0.3736197392
852	0.3734894156
853	0.3733491881
854	0.3732818111
855	0.3732065197
856	0.3731390552
857	0.3730612653
858	0.3730264857
859	0.3729990346
860	0.3729542815
861	0.372884442
862	0.3728336577
863	0.3727240356
864	0.3726604468
865	0.3726340927
866	0.3725338581
867	0.3724636611
868	0.3723474063
869	0.3722781438
870	0.3722645656
871	0.3721829696
872	0.3721186293
873	0.3720807293
874	0.3720597939
875	0.3719441008
876	0.3719018994
877	0.3717756179
878	0.3717337639
879	0.3716248448
880	0.3715474184
881	0.3714332195
882	0.3713586527
883	0.371261339
884	0.3712079808
885	0.371129198
886	0.3710723735
887	0.3709277329
888	0.3708683832
889	0.3707180064
890	0.3706550278
891	0.3705353844
892	0.3705120809
893	0.3704610603
894	0.3704169317
895	0.3703415204
896	0.3702935952
897	0.3702665204
898	0.3702133919
899	0.3701673684
900	0.3701322662
901	0.3700735201
902	0.3700226418
903	0.3699763013
904	0.3698620224
905	0.3697735911
906	0.369670893
907	0.3696102677
908	0.3695116982
909	0.3694130744
910	0.3693799568
911	0.3693350476
912	0.3692222221
913	0.3691467555
914	0.3690472454
915	0.3689071698
916	0.3688660627
917	0.3688241767
918	0.3687238667
919	0.3687074902
920	0.3686244313
921	0.3685817452
922	0.3685302352
923	0.3685112892
924	0.368451373
925	0.3683653503
926	0.368280155
927	0.3681664144
928	0.3681318881
929	0.367981949
930	0.3679105607
931	0.367855623
932	0.367789684
933	0.3677313318
934	0.3676816531
935	0.3675883255
936	0.3675520081
937	0.3674643349
938	0.367423446
939	0.3673408276
940	0.3672827521
941	0.3672409574
942	0.3671291021
943	0.3670491114
944	0.3669575447
945	0.366905911
946	0.3667710224
947	0.3667403416
948	0.3666771064
949	0.366664104
950	0.3666121828
951	0.3665358788
952	0.3664461231
953	0.3663850588
954	0.3663296276
955	0.3661660134
956	0.3661213125
957	0.3660817198
958	0.3660040536
959	0.3659159024
960	0.365889431
961	0.3657595409
962	0.3657407097
963	0.3656833131
964	0.365666656
965	0.365623457
966	0.3655359994
967	0.3654084474
968	0.3652913458
969	0.3651051674
970	0.3650878941
971	0.3650433839
972	0.364956428
973	0.3649031796
974	0.3648479051
975	0.3647829793
976	0.364717857
977	0.3646445017
978	0.3645647016
979	0.3645127006
980	0.3644689817
981	0.364311948
982	0.3643000911
983	0.3642425911
984	0.3641927993
985	0.3640901088
986	0.3640668342
987	0.3640550268
988	0.3640349588
989	0.363972043
990	0.3639624956
991	0.3638461713
992	0.3637659198
993	0.3637222128
994	0.363618627
995	0.3635000494
996	0.3634493452
997	0.3634107348
998	0.3633238864
999	0.3632980751
